gene,ABCA6,ABCA8,ABHD16B,ADGRL3,ADH1B,AJM1,ANKRD20A3,ANOS1,APC2,ARL14,ARRDC4,BASP1-AS1,BEST4,BMP6,C5orf17,CA7,CADM1,CAV1,CCDC102B,CCDC162P,CCDC88B,CH507-145C22.1,CPNE7,CTAGE4,CYP4F11,DDX3Y,DMD,EFCAB2,EIF1AY,ESRG,FABP2,FAM239A,FAM27E4,FHL2,FN1,FSBP,GBP5,GOLGA6L22,GPR15,GSTT1,GTF2H2,GULP1,GYG2,HAGLR,HHIP,HLA-DRB3,HLA-DRB4,ICOSLG,IGLL5,IL1B,ITGA8,ITPK1-AS1,JCHAIN,KCTD11,KDM5D,LAT,LINC00910,LINC01002,LINC02316,LMOD1,LOC100128770,LOC100133331,LOC100507412,LOC100996745,LOC101927069,LOC101927556,LOC102723407,LOC102723798,LOC102723996,LOC102724219,LOC102724971,LOC102725009,LOC105369526,LOC105378726,LOC107984449,LOC107985558,LOC107987348,LOC110384692,LOC148696,LOC442028,LOC642249,LOC646652,LOC728613,MIR6723,MMP3,MT1E,MT1F,MT1G,MT1M,MT1X,MT2A,MTRNR2L1,MUC5B,MYH11,MYOCD,NKX2-3,NPHP3-ACAD11,NPY4R2,NR4A3,NTN1,NUDT4B,NUTM2B,OAZ2,PARP2,PHACTR2-AS1,PI15,PIEZO2,PLCH2,PLEKHA4,PMP22,POM121L10P,PRKY,RARRES2,RCAN2,RHPN1,RPS4Y1,S100P,SERF1A,SERF1B,SLC22A3,SLC28A2,SLC44A5,SLC9A3-AS1,SLITRK6,SLMO2-ATP5E,SMARCA1,SMG1P7,SNORD133,SPDYE11,SPECC1L-ADORA2A,SSPN,ST6GAL2,STX16-NPEPL1,SYN3,SYNPO2,TCF21,THNSL2,TRIM17,TTLL7,TTTY15,TUSC3,TXLNGY,UGT2B17,USP32P1,USP32P2,USP9Y,UTY,ZFY,ZNF100,ZNF165,ZNF521,ZNF775
RT27,1.5667,2.17633224,1.21231463,1.63749125,2.18602728,0.52539528,1.25681669,1.50181049,1.15061364,0.95203575,0.59327762,1.01370804,0.27703911,1.40839231,1.07708984,0.24700128,2.15233245,2.34926762,1.58219719,-0.30436499,0.95381565,1.01682093,0.84537974,-1.26500529,1.08958071,2.40853792,2.22346019,1.1574984,2.46502515,0.70477978,-0.8891434,1.1709902,0.5863075,0.69533028,2.01934826,1.232092,1.41420169,1.23367218,1.80197884,2.66755855,0.82749079,1.71261744,0.32662033,0.77404655,1.51053604,3.45970049,2.3214338,0.90161097,1.35928074,1.14097839,1.45781865,1.44475663,1.25345828,-1.04760502,3.16954235,1.47156353,1.07015904,1.56828927,1.70702743,2.39157186,0.7269614,0.98396019,0.35728312,0.17626381,1.00987165,1.36096296,1.16052952,1.32975521,1.98046917,0.73406837,1.15679875,1.18868147,-0.42735949,1.65047188,1.00472608,1.28704471,1.65929154,2.52438953,1.57971517,1.63042312,0.730612,0.52735814,0.97890357,0.14631945,1.28319146,0.52816521,0.76089295,0.51298352,0.21176615,0.67857171,0.50695274,-0.36643746,1.72614242,2.99173889,2.24336599,1.98027746,1.48170475,-0.428652,3.3004174,2.49292422,1.82115657,1.24789958,1.18927904,0.96925919,1.32817578,2.55213626,1.80974578,1.14490498,1.31878383,2.29187549,1.44088381,2.24504975,1.67877499,1.9149585,0.8357576,2.9789545,-0.16578944,0.96105583,2.66890822,2.1159745,1.11265961,2.68759522,0.29795374,1.38129511,1.71309363,1.77074549,0.9420913,2.12395485,1.0231707,-0.08101133,1.63446013,1.08015578,0.80265709,0.94405952,2.66460807,1.6508169,1.16641156,1.42828572,1.60339349,2.66016923,1.18394899,2.98343418,-5.26031102,2.70180072,0.10028689,3.37785304,2.4782143,2.57969244,0.88703972,0.64626004,2.19614259,0.73512619
RT28,-0.425539242,-1.63845131,0.011471715,-0.427172157,0.139374461,-0.089527922,-1.161974481,-1.369869131,-0.568825166,-0.037705087,-0.228267744,-0.594888971,-1.002389848,-0.518151248,-1.280209057,-1.375015416,-1.104090445,-0.447075863,-0.132200727,-0.05058447,-0.02684446,-0.588185368,0.056922383,-4.625484838,-0.012100672,-2.466659403,-1.131951923,-1.063595425,-3.125961833,-1.213091662,0.219370895,-1.508658787,-0.050505763,0.138269898,-1.249994645,-3.741796315,-1.392371863,-0.4248212,-1.388954652,0.701008278,-1.3860541,-0.747010574,-0.985617898,-0.519708792,-1.23030105,-3.705826215,-3.64686959,0.280626617,-0.204029945,0.597176497,-0.997964349,-1.929176532,-0.510881153,-1.047605023,-4.895284984,-0.598745532,-0.725493005,1.703864598,-1.213839498,-0.453358236,-0.367516652,0.214349856,-0.87718648,-1.28253471,-1.023901419,-1.090018003,-0.80123754,-0.463725782,-0.989698724,0.891309521,-0.907025375,-0.285311573,-0.548752603,-2.11762797,-0.008892289,-3.010220291,-1.546709265,-0.54812644,-1.485408143,-4.00078866,-2.570928152,-1.971059485,-0.557736385,0.48065034,-0.220885936,-0.133084842,0.202653971,0.58482802,0.012079788,-0.079591509,0.025867875,1.84239487,0.116826018,-1.302777502,-1.01237867,-0.481309751,-1.433272608,-0.327003516,-1.455718166,-0.900132002,-2.398997988,-1.293662156,-0.94721303,-1.161756368,-1.004390145,-1.10284164,-1.020659707,-0.147397388,-0.314848809,-1.107694555,-1.324658653,-3.022830788,-1.153664061,-0.377856796,0.086286883,-3.381051802,0.226405334,-0.041106265,0.249560665,-3.368822435,-0.026281523,-2.821489426,-0.670296731,-0.983988577,0.243501755,-0.343787368,-0.585420748,-0.439116568,-0.812312226,-0.194875,-0.723687583,-0.553380431,-0.63264357,-0.684126622,-0.579631688,-0.208863912,-0.570707023,-1.051398986,-0.904866284,-2.435854755,-0.647743192,-3.971459422,0.018619629,-2.179566139,-0.287270793,-4.267066301,-3.64198581,-3.778749304,-1.157330595,0.343638939,-0.352651322,-0.309683398
RT29,0.356140998,0.621838615,0.138471406,0.516430643,0.165677182,-0.019241389,0.10441536,-1.369869131,0.285095235,1.572244204,0.894072106,-0.044834062,0.323869121,0.144970858,0.509601291,0.69008325,0.737155978,0.662465497,0.280352826,-0.067976213,-1.005822,0.562858734,-0.636224798,1.40242735,1.100178407,-1.85355493,0.564206801,0.116977522,-2.432814653,0.089884541,0.974001235,-0.57559487,-0.047798883,0.697609867,1.084323351,0.784503809,-0.388014615,0.385672174,0.575823982,2.848423748,0.988225421,0.13698077,0.990755185,0.858978425,1.291784603,-2.319531854,-0.404335834,0.691235257,0.528911382,-0.366460355,0.594141569,0.95443065,0.606494949,3.642218762,-4.202137803,-0.734877706,-0.397435839,-0.167962259,0.006912793,0.569388302,0.552779516,-0.198810584,-0.291529464,0.677430978,0.874870042,1.061729731,0.553785093,0.355116712,-0.00517365,-0.835813796,0.696632192,1.40138069,-1.274657347,0.70715498,0.407604466,1.909760635,0.569518487,1.602098554,0.674242085,0.110085204,-0.466968229,0.067073381,0.178926809,-0.053432146,1.05207974,1.095323708,1.086445583,1.267759544,0.596538042,0.889262979,1.12137966,-0.235708537,1.388772373,0.971984719,0.335314786,0.515489701,0.360268863,0.96629506,0.923957589,0.681901381,2.476710655,0.793595668,-0.172166681,0.669954766,1.04189919,1.676667526,0.7388389,-0.654546537,-0.517789653,0.431012042,0.285492912,-3.193930075,-0.127811127,0.01830592,-0.211454196,-3.381051802,1.244232485,0.435484327,2.312791262,-1.289380894,1.794377351,2.259883883,0.063672445,0.601638687,2.186183713,0.461848434,0.197957376,0.897167372,0.186487838,-4.198437448,0.48656266,1.868075294,-0.407099698,-0.076818259,0.570459801,-0.012584003,0.83144008,0.708611785,0.390267626,-2.342209854,0.413128768,-3.971459422,2.417574698,1.121645176,0.431431345,-4.267066301,-2.253820697,-3.778749304,0.745957621,1.289370089,0.206964466,0.293851624
RT30,-0.661269381,-0.688559892,-0.640853471,-0.767497963,-0.269148159,0.007545927,-0.548183214,-1.456880508,0.076693965,-0.894424858,-0.724603748,-0.582139466,-0.257949373,-0.687765968,-0.598329795,-0.446145902,-0.477710354,-0.342814852,-1.343269722,-0.140735567,0.795796618,-1.302619203,-1.147050422,-1.011005707,0.000153717,-3.932996471,-0.61526118,-0.576131273,-3.125961833,-0.266400992,-1.524837939,-1.106042487,-0.224766669,-0.590218414,0.027663696,-0.294383509,-0.772885719,-0.181198534,-2.423028419,1.004215371,-2.105623784,-1.09185106,-0.229271408,-0.294547076,-0.954047673,1.720598486,-0.250584253,-1.359714329,-1.619740721,-1.848064896,-1.159366578,-0.261643242,-1.736053569,-1.047605023,-4.895284984,-0.34339884,-0.648459741,0.347478917,-0.52095551,-0.539125057,0.298280669,-0.307540108,-0.342064895,-0.474782569,-1.589758362,-0.871351024,-1.682295767,-0.203259308,0.563520414,-0.730247371,-1.606844574,0.883142405,-0.581510167,-0.801104844,-0.13672764,0.303965713,-1.583552042,0.672233474,-0.392072911,-1.292738459,-1.193026051,-0.232538291,-0.399049407,0.174163952,-1.473648905,-0.919547139,-0.741097765,-0.946966226,-0.571694193,-0.690824338,-0.716843609,-0.490368319,-0.507907743,-0.110963562,-0.462702224,-0.72053944,-0.230382435,-0.682942462,-0.54710483,-0.522065868,-2.398997988,-0.728097553,-1.534517437,-0.732654106,-0.311242964,0.067229613,-1.500232787,-0.517572682,-0.356521505,-0.694132237,-0.682269226,-3.556451827,0.30249998,-0.783321904,0.277159046,-4.767346164,-0.407465237,-4.363820697,1.535415799,0.065197027,-0.809834102,-3.514636606,-0.994043612,-0.821469648,-3.038874552,-0.443870827,-0.218895969,-1.208249656,-0.030600164,0.667665208,-0.752043588,0.384068413,-0.067709127,-0.49970569,-0.369499885,-0.620371334,0.407472389,-0.645933878,-0.612987755,-3.536132323,-0.957898121,-3.971459422,-1.621042071,0.009890277,-1.315610843,-4.267066301,-3.245437391,-3.778749304,-0.398163855,-1.413909627,-0.534972879,-0.06954227
RT31,0.01421288,0.444058764,0.546989951,-0.047689114,0.728433211,-0.056111925,0.691321305,0.239568781,0.294947531,0.675695951,0.431854181,0.053409104,-0.485567205,0.923429363,0.154797316,-0.795703378,0.522580727,0.467019054,-0.175664562,-0.159783762,0.335206071,0.302683073,0.105712547,-2.258048773,0.727599828,0.624383051,1.018441354,-0.135911982,0.562917621,-0.111588283,-1.054619281,-0.164292778,0.135343591,0.396832704,0.469886693,-0.571102839,-0.481099544,0.172190441,0.707016192,1.092507978,-0.741177796,0.006918079,-0.336899753,-0.064972635,0.591311382,-2.504055834,0.401858517,-0.082355826,1.139180655,-0.842543031,0.185591191,0.254135011,0.988568643,-1.047605023,1.995961776,-0.052201826,0.017743548,0.578654509,-0.751297851,1.45443947,0.467855369,-0.096588335,-0.537621982,-0.453304898,0.169482591,-0.518872372,0.895806518,0.304045334,0.419671707,1.36470786,0.523399988,1.412120929,-0.581510167,0.142452165,0.627988246,0.339683796,-0.182770677,1.019378557,0.553937566,1.105162875,0.949038023,0.889480428,-0.158182458,0.298566567,-0.662718688,-0.374732126,0.495736484,0.58527859,0.470202715,0.064485391,0.292163425,0.191431736,-0.759365253,2.058967185,1.318259237,0.429493612,0.135789108,-1.090549596,1.213854512,1.517206919,0.640368323,0.915261274,-0.309864963,-0.658448948,0.445083118,2.037471863,0.445677362,0.02474826,0.224159596,0.477050745,0.163867994,1.495573248,0.521955758,0.49876868,-0.046631577,1.013397352,-0.726818653,0.387015706,0.227221852,0.437840054,-0.767879264,0.510911494,-1.363443911,-0.206284009,0.309414196,0.287990866,0.20467346,0.358170871,0.405335225,0.807392988,0.223118693,-0.253383286,-0.089310691,-0.314122718,1.261320576,0.382957441,-0.614148636,0.026159894,0.835208005,0.872329308,-0.150340589,1.398857625,0.190362556,-0.525672779,-0.69503498,1.259175172,0.751165878,1.007992157,-0.369105789,0.982904246,-0.534972879,-0.587886726
RT32,0.97286012,0.90591187,0.53471986,0.62889055,-0.07449427,1.48433312,0.46362052,0.17057591,1.15684419,1.59897474,0.61478382,0.31236976,2.52948596,0.76850657,0.78280909,1.97998338,0.30380586,-0.17881188,0.47202025,0.71728626,0.72137472,-0.05051806,0.52692601,0.817119,0.87640074,1.11469694,0.7941556,0.54680865,0.98491203,0.30325344,0.76518964,0.203116,0.30500638,0.55259138,-0.05192374,0.72361743,0.17053549,0.81785759,0.49135821,1.67401519,0.35078686,0.63927337,-0.236707,0.26044977,0.81445493,-2.31703497,0.86543393,0.58035496,0.5097011,0.29591517,0.60107419,0.64321134,0.50141062,-1.04760502,2.43055675,0.53559069,0.31358676,-0.62437254,0.41264182,-0.07098884,1.10836521,0.59984062,0.55618204,1.57861108,0.61224223,0.20974566,0.62421751,0.53173534,1.15540088,1.62097493,0.68339755,0.13065885,0.97311951,0.89978891,1.33759455,0.24787625,-0.64253459,2.50019181,0.33248919,0.57392232,0.51561719,0.42998991,0.54473447,0.89832362,-0.29499391,0.28764983,0.76642201,0.65694984,1.15978126,-0.17623421,0.30981223,0.23632348,0.72738991,-0.29187316,-0.01813024,0.58852357,0.80489128,0.41364951,1.40836893,0.33313717,-2.39899799,1.37355129,-0.56223364,-0.42444613,0.65590618,-1.35415607,0.35367051,1.02400656,0.13713632,0.78820517,0.36345036,1.87338309,0.16457684,0.54396859,0.37504134,1.35514665,-0.65059129,1.61152209,-3.35106118,0.15753809,-0.55676902,1.86549574,0.95882289,0.62544933,-3.03887455,0.12323563,0.80046284,-0.368499,0.50462147,1.60587791,0.34163491,-0.30380911,1.22492197,0.22433482,-0.23372229,0.33514011,0.77766921,0.58273154,0.09658807,1.2702466,0.14071417,1.66721548,1.0643633,1.81494586,-0.75606978,1.7171168,1.51107004,1.30529133,0.21605212,1.10390926,0.77337345,0.56578534
RT33,0.894756717,0.725654725,0.798981657,0.668403475,-0.319656262,0.737454004,1.475279817,1.570174236,0.71662045,1.385002588,1.062115974,0.696437421,2.918741028,0.773663568,1.035973002,2.95536593,0.687669025,0.526861564,0.237180654,1.117387673,0.149061687,2.098423791,-0.540914618,1.634593634,1.566627747,1.607830377,0.58695394,0.881373844,2.371206392,0.690382226,2.430443205,0.261195423,0.56035118,0.808723898,0.784703413,1.204840757,0.420070899,1.073634716,1.242134508,-3.170171899,0.89974531,0.711740098,0.704205138,1.329301025,1.121074207,-3.705826215,1.176479846,0.831295188,1.337310247,0.27219864,0.724688544,0.966479122,1.465266512,-1.047605023,2.599786294,0.189711828,0.510939439,-1.54702571,0.93496853,0.39784588,0.995326321,0.06758481,0.63242252,-0.103604822,1.297402963,1.343939536,1.061473429,0.977640114,1.021553755,2.980009424,1.219662737,1.47585426,0.987105751,0.897549724,1.344746398,2.033614419,1.621093369,1.513022558,1.310196563,1.346318871,0.672428416,0.804240409,0.716228202,0.45047426,-0.557358173,1.782135221,1.759514168,1.916717964,2.111200083,1.367618128,1.617506921,0.091053866,1.439765427,0.418748385,0.074783702,0.263662497,1.218276443,2.393193132,0.125509554,0.630613642,2.516696392,0.060532335,0.166284245,0.65454294,1.659208294,0.904626403,0.679749984,0.622813141,0.012838598,0.113207311,0.684772217,1.791749002,1.382535883,0.706769251,0.262869543,2.694868776,0.868660907,2.379213229,1.506733686,0.186525626,2.546963626,0.206492202,-0.863335512,1.294785867,1.483185727,0.108197756,0.732112638,0.707123769,1.002143411,1.187941161,1.400691978,1.5554648,0.738177896,0.426886285,0.41553204,-0.002663081,1.881789291,1.412454255,0.808492762,1.816043296,0.2369422,2.664294202,3.372897241,-1.470165273,1.334854899,2.627604752,2.216388563,2.575051879,0.556203998,0.918433669,0.658949589,0.498067166
RT34,0.469001064,-0.341363692,-0.09852918,-0.257502413,0.155745742,0.054866583,-0.37922741,0.115516132,0.304703706,1.564553149,0.587671875,-0.322542949,1.079868212,-0.50715934,-0.063582205,0.917374848,-0.196533393,0.315069318,0.144807334,0.633904648,0.281063479,-1.397270086,0.319286647,0.191428157,0.373220129,-2.198395416,-0.504646073,-0.335384223,-3.125961833,-0.03792896,1.095928783,0.221562861,-0.378902529,0.707524158,-0.740477936,0.091248416,-0.112721733,0.646526888,-0.663017648,2.417076759,0.243888793,0.045227509,0.169361026,0.083668389,-0.087236999,-2.099593433,2.012464531,0.253858542,-0.830775935,0.727088631,0.177129314,0.573661154,-0.707671589,-1.047605023,-3.796672695,0.206105638,-0.053623642,-0.461154522,-0.003827074,-0.524309972,0.489430975,0.03624103,0.08177371,1.058979792,0.752241805,0.716133379,-0.346675131,0.397564273,1.085336953,0.376975057,-0.326863956,0.859032475,0.411741606,-0.131692879,-2.959903914,1.084124271,0.279422156,2.538365752,0.385024676,-1.056349681,-1.050914916,0.339696583,-0.041507351,0.929929395,1.110348648,0.519720044,-0.241890112,-0.426129882,0.238384425,0.299734045,0.145403492,0.08986792,-1.115241142,-1.087104613,-0.6563193,0.222419539,0.006894951,1.467056892,0.058943024,-0.660902313,2.291569774,0.765366665,0.290307396,-0.502780531,0.680397205,-1.913771856,0.341537103,0.292456692,-0.017014365,0.061542876,-0.185523483,-2.889842113,-0.132539268,-0.391843038,-0.347471734,-3.157908251,0.829761427,1.820565279,-3.351061181,-0.001526605,0.665674604,2.073420714,1.15364754,-0.559105383,1.024306087,-0.470539074,0.132416975,-0.281487624,0.193318229,1.079503727,0.206589391,-0.279783529,-0.430144228,-0.163868273,-0.489200052,-0.296971179,-3.034538987,0.303146677,-0.749474139,-2.434192244,-0.484113769,-3.971459422,2.257296236,1.250988416,0.469072254,-4.267066301,-2.813966176,-3.084602623,0.423270228,1.206682296,0.08021276,-0.163729485
RT35,1.87129631,2.1131582,0.29915379,1.47730913,1.2275752,-0.31145862,0.2681454,1.68648776,-0.08153004,0.64127573,0.16297237,0.92954084,0.86186512,0.69732563,0.33166415,0.74017197,1.24560224,0.42655969,1.72477989,0.64316598,-0.17311964,1.62455664,0.23924394,-0.37090813,-1.34935116,2.04423223,0.96810891,0.99569209,2.57448174,0.05958437,1.62642725,0.30510583,0.15650112,0.60589468,1.69036517,0.61132918,0.63854315,0.68307788,1.66924943,2.10282766,1.03595476,1.69931405,0.49174842,1.20520017,1.55918948,2.30996502,1.81265209,-0.82444572,1.3462947,0.50013071,0.92218813,0.62630887,1.7699022,3.29441959,2.61947717,0.34974834,0.66308813,-0.79414655,1.0988783,0.83562909,0.04919332,-0.35230999,-0.14673685,0.87221282,1.15628499,1.2623969,1.77203876,0.25056943,1.17373265,2.35946903,1.74604116,-0.41230366,1.25903947,0.46915814,1.29023467,1.23828924,1.5479057,1.28810129,1.46134395,0.79919144,-0.57758931,0.60279831,0.40485964,-0.01757173,0.6365643,1.53264956,1.15595985,1.27179303,1.59275297,1.16877233,0.98361664,-0.15626038,0.04790556,0.44839355,0.81586107,0.93123284,1.44421427,0.72266219,-0.48198906,0.471803,2.84020611,1.06606026,0.2049955,0.97916233,1.08585694,0.91944149,0.35365846,0.97307189,-0.44544574,1.08681632,0.81824945,1.91992597,1.41330754,0.85486542,0.1725827,2.68098828,0.64952538,1.00519276,1.47079173,0.2146965,0.74353006,2.74019747,1.0253831,2.53193707,-0.03423209,1.33018906,0.04210399,3.12040396,0.3298382,0.42211384,0.97721959,0.73296905,0.68085038,0.36687873,0.45091888,1.14061648,1.37825931,1.55590965,1.22192473,2.20907996,2.01484464,3.55276608,3.60644929,-0.79542836,2.36638878,3.2189594,2.42347058,2.85667349,1.62756461,0.26929576,0.93520297,0.54776683
RT36,-3.82179908,-3.15477441,-3.45426419,-1.48804412,-1.41774164,-2.85245473,-2.78591606,-2.75616349,-3.07726231,-3.11604089,-2.31337502,-1.9444246,-3.59015388,-2.53895478,-2.41336716,-1.81263764,-2.8532903,-2.18534665,-2.59603269,-3.4178803,-4.1414968,-3.69937197,-2.93880989,-4.62548484,-3.12450647,-2.95216722,-2.86655298,-1.91714866,-0.13022956,0.10634309,-0.66593629,-2.64224953,-1.12495342,-1.37196136,-4.08321017,-1.04258506,-2.13402944,-2.47258964,-2.79772187,-0.03467768,-1.45821368,-2.13330493,-2.17520196,-2.47577131,-2.52958403,-0.5003599,-1.77506741,-2.45586526,-1.15463735,-1.15658577,-2.03541298,-1.83426627,-1.19372064,-1.04760502,-2.41037833,-3.91293154,-1.69033017,-0.97773201,-1.87375553,-1.7993787,-3.75361732,-1.95531273,0.53811098,-2.83202058,-2.65485282,-2.25764539,-1.90156243,-3.3401113,-4.74007301,-3.51464114,-1.72116582,-1.80751233,-1.58481228,-1.42255408,-3.94373667,-3.01022029,-1.42669211,-2.1766216,-3.73669994,-2.20902919,-2.72541222,-2.48816395,-2.11485013,-0.11190392,-2.85994327,-1.92742801,-2.64031555,-1.97453385,-2.44589094,-2.17272883,-2.32936864,0.06182461,-5.2451082,-2.23175759,-0.87522883,-1.8465507,-1.61678393,-4.15611751,-3.57198968,-3.12475555,-2.39899799,-4.27696753,-1.34658415,-2.40243296,-3.04127207,-3.30006622,-2.96656986,-3.55413495,-1.21093683,-2.87535647,-1.79890648,-3.20348429,-2.34890319,-1.32235412,-4.26613928,-0.04884729,0.00516836,-1.21472377,-3.35106118,-1.98252807,-3.36048315,-2.82148943,-4.07149411,-1.87129177,-3.03887455,-1.88423241,-2.05487979,-3.45954146,-3.58021755,-4.19843745,-2.15315412,-2.98616149,-4.25565028,-0.52385712,-1.74210906,-1.04418558,-2.34139181,-3.82398771,-2.23638092,-2.14958799,-2.37496414,-1.89201788,-2.37606913,-3.44355161,-2.36916765,-1.04819048,-3.47188914,-0.48291244,-2.24055645,-2.5581855,-2.83755797,-2.94874073
RT37,-2.17457662,-3.15477441,-2.06796983,-2.29897433,-0.96011325,-0.76344374,-1.40140225,-2.06301631,-0.81847984,-2.05516893,-1.47259184,-1.32474347,-0.44170052,-1.02636669,-1.3649354,-1.52497027,-2.44782519,-2.65535028,-3.28917987,-0.85293094,-1.22998261,-1.86572183,-0.85936835,-0.548456,-1.02615797,-1.63041138,-2.66588228,-1.5070637,-1.18005168,-0.8426762,-1.4853772,-0.58364469,-1.57471335,-2.34049613,-2.43740461,-3.74179632,-1.80321702,-0.71522825,-1.89978027,-3.1701719,-2.2769254,-1.52716913,-1.41306191,-2.34223992,-2.12411893,-1.21344755,-3.24040498,-2.25999013,-2.12847356,-0.51306383,-2.42701621,-2.03493697,-2.2707096,-1.04760502,0.29210641,-1.27387421,-1.24441161,0.22019661,-1.6747895,-2.25891103,-1.60815398,0.20523147,-0.9407432,-0.63607438,-2.53802153,-2.38873079,-2.09052131,-1.8360339,-1.39830721,-3.51464114,-2.01135272,-0.92733222,-1.27465735,-1.86631354,-0.53279783,-2.31707311,-0.87560669,-1.73052652,-2.0924742,-1.36173133,-0.13407444,-1.89256729,-1.86078723,0.47826939,-1.0681838,-2.33289312,-2.8226371,-1.89115224,-1.59859308,-2.55839132,-2.20261694,-0.04513721,-1.7722761,-2.22140709,-1.78556856,-1.82715666,-3.56269408,-1.6005753,-1.05825835,-1.94610056,-2.39899799,-2.08196765,-0.25552912,-1.40913145,-1.83729927,-1.91377186,-1.66728687,-1.47469341,-1.49861891,-2.42337135,-1.62010478,-0.05334994,-2.70526762,-2.16961627,-1.11625633,-0.76001298,-1.24759461,-4.3638207,0.5172189,-3.36882243,-1.456962,-0.9493796,-0.7392896,-2.71858963,-3.03887455,-1.77887189,-1.26298745,-2.76639427,-0.75789865,-0.41864383,-2.21377874,-2.02784332,-0.49136191,-1.11575225,-1.94990994,-1.73733276,-0.83734219,-2.72537542,-1.58841369,-0.9791376,-1.56403392,-1.06893953,-2.55787656,-1.36411007,-2.6992934,-1.27133403,-0.51658696,-1.00616058,-2.00548803,-2.1527204,-2.14441079,-0.64615563
RT38,1.21788933,2.12841071,0.49054864,1.60401928,1.21181843,-0.01472671,0.3048161,0.18827549,-0.09591878,0.70289169,0.27404719,0.75453291,-1.54893356,0.47138945,0.20331806,-0.4974392,0.9753511,1.25876454,1.61979177,0.07862726,-0.82001996,1.87694426,-1.55251553,0.57451934,0.72803771,-1.26553681,1.42238399,0.66783407,-3.12596183,-0.09317989,1.58625252,0.58137066,0.25901793,0.96195819,2.62465144,1.18176942,0.01167494,0.65221461,0.58203518,-3.1701719,1.06245591,1.25709548,0.91584698,1.60264952,1.96837392,-3.70582622,1.54729487,0.01733775,1.01196207,-0.77192546,0.92689999,0.58148515,1.00967362,3.66386024,-4.89528498,-0.34339884,0.40437807,-0.83444119,0.34206439,1.1989817,-0.10793246,-0.31979002,-0.594542,-0.54910781,0.84223183,1.35912218,1.06038925,0.10186808,1.10958889,2.42897155,0.8309734,0.34306083,1.04773037,0.83433899,0.59227352,1.35287833,0.11617648,1.50082778,1.10826244,0.77833483,-0.02839296,1.0887906,0.18976048,-0.36506336,1.6286931,1.52394059,1.03176526,1.03288852,0.66844256,1.50451216,0.95087785,-0.42005943,0.99409551,1.55525855,1.83661004,0.75613898,0.30685974,-1.13091865,1.85278481,1.32668053,2.11077301,1.04548131,0.07019852,0.73585728,1.22609166,2.10710555,0.57920876,-0.33525912,0.21218355,1.82642175,0.52053314,-2.58959679,1.88461903,1.13849069,-0.08154784,-4.76734616,0.88854228,1.52427302,-3.35106118,1.25614057,1.75403767,1.84934209,0.36934374,1.39773384,1.69699051,1.22681071,-0.0413914,1.26341177,-0.02718431,-0.03236154,0.8484462,2.33098974,-0.6094174,0.05178669,1.34389228,1.24123922,1.18128916,0.82040319,1.02659315,-3.53613232,1.96068964,-3.97145942,2.69886605,1.92076414,0.50421806,-4.2670663,-1.93857016,-3.7787493,0.8152876,0.39050757,0.92364214,0.24584241
RT39,-0.482283057,-1.193115903,-0.134035869,-1.221287803,-0.598428718,0.530630899,-0.304367251,-0.420788577,0.207936154,-0.419163988,-0.295446282,-0.1649135,1.395032996,-1.095171926,-0.071793572,1.192809064,-1.5998133,-1.962203096,-1.497420402,0.405311492,-0.166832747,-1.288589809,0.196640846,0.492934034,1.309066876,-0.08997348,-0.726473743,-0.842562345,0.562917621,0.457761319,0.198168688,-0.204644799,-0.003072301,0.199745836,-1.209436301,0.079689104,-0.780477559,-0.020912311,-1.388954652,1.147316214,-0.435511782,-0.747010574,-0.985617898,-0.387440823,-1.376904524,-0.410396839,-1.310269618,-0.513282065,-2.076425619,1.455152077,-1.060062986,0.245186633,-1.720212383,-1.047605023,1.751105531,-0.140170599,-0.258839364,-0.910833534,-0.362699404,-0.38710885,0.514764583,0.032790329,-0.053450244,0.766553232,0.474068319,-0.194478415,-1.89846292,0.200862519,0.10556971,-0.574051665,-1.735917968,0.602408405,0.221985071,-0.508161487,-0.031517609,-0.177006947,-0.162591089,1.113964464,-0.02316446,-0.704951794,-0.080370831,-0.03018193,0.002396475,-0.049383558,-1.068183796,1.061610803,1.494250829,1.581733044,1.531437484,1.20880719,1.671897526,-0.239903899,-0.231634267,-0.768701681,-1.084163898,-0.964161523,-2.07001473,0.4889869,-1.729576232,-0.619229616,-2.398997988,0.203376119,0.826990056,-0.73014065,0.326023758,-0.902170944,-0.663984763,0.43484601,-0.623150169,-1.294906097,-0.350010734,1.25334365,-1.279704782,-1.710031306,-0.056478923,0.929747323,0.946523297,0.823213091,1.268475314,-0.883915786,-0.397412793,-3.514636606,0.169782279,-0.872762942,-1.327421714,-1.191085229,0.05103043,-0.569169697,0.145647647,0.137191782,-0.961015769,-0.633003913,0.498465635,-0.073231081,-1.143668866,-0.964142873,-3.727686167,0.253549736,-0.921323125,0.431174006,-0.447072497,0.997971861,0.760891921,0.988591686,0.386529203,0.600475842,0.984361674,1.207586467,-1.215247422,-1.047095714,-1.584795004,-0.115527383
RT40,-1.118736421,0.009293179,0.28340543,-0.028137939,-0.832837412,-0.197048265,-0.757664631,-1.289826424,0.135882837,0.614993005,0.110018826,-0.549147867,-0.243764738,-0.294080284,-0.637878162,-0.157218356,-0.21423297,-0.31354447,0.483581067,-0.271575168,0.376123401,-4.832385686,0.196684325,1.76825975,1.232163969,-3.422170848,-0.118566509,-0.246025541,-3.125961833,0.04709026,-1.159954796,0.341299088,-0.020628319,0.551090303,-1.29682584,-3.741796315,0.098963179,-0.466023921,-1.388954652,0.356188625,-0.818102182,-0.39870388,0.196376,-0.895320937,-1.185849287,1.084129157,-1.242405033,1.197153831,-1.832982341,1.983470858,-0.486997718,-0.469822543,-1.54344962,-1.047605023,-4.895284984,-0.03135743,-0.113576184,-0.654830754,-0.891679724,-1.342620295,-0.411321042,-0.111254146,-0.591180785,-0.975212387,-0.808733277,-0.81916527,-1.577925006,0.672118968,-1.890986316,-0.674744297,-1.796864144,-0.058437062,0.505928821,0.079644225,1.003391059,-0.995317271,-4.682246959,-3.786059516,-1.555774137,-0.3632025,0.001738602,-1.208047166,-0.713783279,0.465071834,1.329711476,-0.433283732,0.304123432,0.219368791,0.034924021,-0.095840549,0.079466569,-0.093194036,1.405912179,-0.908544661,-0.328582769,-1.153695232,-0.199995008,-1.59619876,0.683053042,-0.193561801,-2.398997988,0.194716972,0.930557498,-1.156021255,-1.431834159,-1.690628304,0.722309598,0.047728582,0.874735258,0.349217373,-0.320067841,-3.496513966,0.008664042,-0.200175619,0.455328392,-4.767346164,-1.231065306,0.473349704,0.271331188,0.48130389,-1.30412098,-2.784193641,0.633494259,-0.351466018,-0.029683259,-0.130213268,-0.192328031,-3.054076346,-0.055365588,0.632010011,-0.509030646,-1.700169301,0.753149998,-0.326227027,-0.970311851,-0.735884221,-0.549611504,-1.42600153,-0.565276352,-3.536132323,-1.235569858,-3.971459422,1.910049259,0.940784851,-0.586224711,-4.267066301,-3.636342642,-3.778749304,-0.764074384,-0.030365714,-0.352651322,-1.124191435
